AF-A1A5D9-F1-model_v4,AF-A1A5D9-F1-model_v4,A,1,1,1,49-281_350-478:1_1
AF-A1IGU5-F1-model_v4,AF-A1IGU5-F1-model_v4,A,1,1,1,21-225_242-569_606-663:1_1
AF-A1KZ92-F1-model_v4,AF-A1KZ92-F1-model_v4,A,1,1,1,22-323_331-453_487-508_606-1298:1_1
AF-A1L020-F1-model_v4,AF-A1L020-F1-model_v4,A,1,1,1,113-208_221-293_466-520:1_1
AF-A1L390-F1-model_v4,AF-A1L390-F1-model_v4,A,1,1,1,91-413:1_1
AF-A1L4H1-F1-model_v4,AF-A1L4H1-F1-model_v4,A,1,1,1,17-121_197-405_465-569_770-873:1_1
AF-A1L4K1-F1-model_v4,AF-A1L4K1-F1-model_v4,A,1,1,1,212-313_327-594_602-749:1_1
AF-A1X283-F1-model_v4,AF-A1X283-F1-model_v4,A,1,1,1,1-132_155-209_223-278_371-425_852-911:1_1
AF-A1YPR0-F1-model_v4,AF-A1YPR0-F1-model_v4,A,1,1,1,10-65_73-128_363-472:1_1
AF-A2A288-F1-model_v4,AF-A2A288-F1-model_v4,A,1,1,1,84-263_492-518:1_1
AF-A2A2Y4-F1-model_v4,AF-A2A2Y4-F1-model_v4,A,1,1,1,30-359_529-587:1_1
AF-A2A2Z9-F1-model_v4,AF-A2A2Z9-F1-model_v4,A,1,1,1,26-262_365-429_820-912:1_1
AF-A2A3K4-F1-model_v4,AF-A2A3K4-F1-model_v4,A,1,1,1,30-305_315-338_582-754:1_1
AF-A2A3N6-F1-model_v4,AF-A2A3N6-F1-model_v4,A,1,1,1,28-285_331-355_380-401_488-671:1_1
AF-A2CJ06-F1-model_v4,AF-A2CJ06-F1-model_v4,A,1,1,1,5-285:1_1
AF-A2PYH4-F1-model_v4,AF-A2PYH4-F1-model_v4,A,1,1,1,260-438_449-1097:1_1
AF-A2RRD8-F1-model_v4,AF-A2RRD8-F1-model_v4,A,1,1,1,8-47_146-490:1_1
AF-A2RRP1-F1-model_v4,AF-A2RRP1-F1-model_v4,A,1,1,1,20-37_76-287_318-451_511-629_654-1144_1164-1369_1502-1516_1525-1586_1600-1931_1948-2337:1_1
AF-A2RTX5-F1-model_v4,AF-A2RTX5-F1-model_v4,A,1,1,1,1-32_51-84_127-802:1_1
AF-A2RUR9-F1-model_v4,AF-A2RUR9-F1-model_v4,A,1,1,1,277-303_493-533_638-795_818-1118_1147-1317_1359-1377:1_1
AF-A2RUS2-F1-model_v4,AF-A2RUS2-F1-model_v4,A,1,1,1,38-87_103-433_513-626_636-903_913-1067_1076-1198:1_1
AF-A3KMH1-F1-model_v4,AF-A3KMH1-F1-model_v4,A,1,1,1,56-412_420-710_722-880_889-1054_1063-1157_1165-1208_1226-1295_1306-1318_1330-1392_1412-1530_1633-1661_1670-1698_1710-1905:1_1
AF-A3KN83-F1-model_v4,AF-A3KN83-F1-model_v4,A,1,1,1,241-672_844-1006_1037-1382:1_1
AF-A3QJZ6-F1-model_v4,AF-A3QJZ6-F1-model_v4,A,1,1,1,8-119_146-456:1_1
AF-A3QJZ7-F1-model_v4,AF-A3QJZ7-F1-model_v4,A,1,1,1,13-109_147-471:1_1
AF-A4D0S4-F1-model_v4,AF-A4D0S4-F1-model_v4,A,1,1,1,23-238_248-277_286-562_578-650_658-693_702-1117:1_1
AF-A4D1E9-F1-model_v4,AF-A4D1E9-F1-model_v4,A,1,1,1,15-204_221-355:1_1
AF-A4D1F6-F1-model_v4,AF-A4D1F6-F1-model_v4,A,1,1,1,143-788_800-860:1_1
AF-A4D1P6-F1-model_v4,AF-A4D1P6-F1-model_v4,A,1,1,1,1-192_394-519_537-747:1_1
AF-A4D256-F1-model_v4,AF-A4D256-F1-model_v4,A,1,1,1,15-353_394-409:1_1
AF-A4D2H0-F1-model_v4,AF-A4D2H0-F1-model_v4,A,1,1,1,16-24_42-279_310-504:1_1
AF-A4D2P6-F1-model_v4,AF-A4D2P6-F1-model_v4,A,1,1,1,5-85_133-212_276-355_378-468_890-1198:1_1
AF-A4FU01-F1-model_v4,AF-A4FU01-F1-model_v4,A,1,1,1,44-83_93-168_190-487_512-539_560-578_617-647_657-669:1_1
AF-A4FU28-F1-model_v4,AF-A4FU28-F1-model_v4,A,1,1,1,42-278_312-504:1_1
AF-A4FU69-F1-model_v4,AF-A4FU69-F1-model_v4,A,1,1,1,259-448_747-1354_1370-1475:1_1
AF-A4GXA9-F1-model_v4,AF-A4GXA9-F1-model_v4,A,1,1,1,51-195_212-379:1_1
AF-A5A3E0-F1-model_v4,AF-A5A3E0-F1-model_v4,A,1,1,1,123-368_705-1075:1_1
AF-A5D8T8-F1-model_v4,AF-A5D8T8-F1-model_v4,A,1,1,1,41-93_105-278_301-353_366-436:1_1
AF-A5D8V6-F1-model_v4,AF-A5D8V6-F1-model_v4,A,1,1,1,2-159:1_1
AF-A5D8V7-F1-model_v4,AF-A5D8V7-F1-model_v4,A,1,1,1,72-321_342-543:1_1
AF-A5PKW4-F1-model_v4,AF-A5PKW4-F1-model_v4,A,1,1,1,551-711_754-876_885-980:1_1
AF-A5PLK6-F1-model_v4,AF-A5PLK6-F1-model_v4,A,1,1,1,2-89_103-186_245-258_368-500_515-538_636-758_786-834_861-993:1_1
AF-A5X5Y0-F1-model_v4,AF-A5X5Y0-F1-model_v4,A,1,1,1,28-351_413-456:1_1
AF-A5YKK6-F1-model_v4,AF-A5YKK6-F1-model_v4,A,1,1,1,5-162_173-228_254-304_334-628_642-678_839-1002_1074-1318_1355-1585_1606-1814_1829-2361:1_1
AF-A6BM72-F1-model_v4,AF-A6BM72-F1-model_v4,A,1,1,1,19-48_67-825:1_1
AF-A6NC57-F1-model_v4,AF-A6NC57-F1-model_v4,A,1,1,1,34-264_582-654_780-868:1_1
AF-A6NC78-F1-model_v4,AF-A6NC78-F1-model_v4,A,1,1,1,77-292_304-368_380-419_468-487:1_1
AF-A6NC98-F1-model_v4,AF-A6NC98-F1-model_v4,A,1,1,1,7-30_48-74_85-233_272-421_744-935_1019-1276:1_1
AF-A6NCC3-F1-model_v4,AF-A6NCC3-F1-model_v4,A,1,1,1,77-194_205-291_304-419_452-491:1_1
AF-A6NCF5-F1-model_v4,AF-A6NCF5-F1-model_v4,A,1,1,1,11-94_104-119_136-195_210-238_246-513:1_1
AF-A6NCI4-F1-model_v4,AF-A6NCI4-F1-model_v4,A,1,1,1,88-114_129-358_391-649_660-723_850-884_912-1177:1_1
AF-A6NCK2-F1-model_v4,AF-A6NCK2-F1-model_v4,A,1,1,1,3-165_187-292_321-446:1_1
AF-A6NCM1-F1-model_v4,AF-A6NCM1-F1-model_v4,A,1,1,1,1-147_254-329_382-455_479-818:1_1
AF-A6NDA9-F1-model_v4,AF-A6NDA9-F1-model_v4,A,1,1,1,23-181_191-348_364-436_444-453:1_1
AF-A6NDS4-F1-model_v4,AF-A6NDS4-F1-model_v4,A,1,1,1,2-28_44-219_273-311_335-353:1_1
AF-A6NDV4-F1-model_v4,AF-A6NDV4-F1-model_v4,A,1,1,1,34-429:1_1
AF-A6NDX5-F1-model_v4,AF-A6NDX5-F1-model_v4,A,1,1,1,53-80_229-524_546-716:1_1
AF-A6NE01-F1-model_v4,AF-A6NE01-F1-model_v4,A,1,1,1,62-81_103-138_160-189_199-284_300-334_674-682_704-735_1227-1277_2104-2246:1_1
AF-A6NE02-F1-model_v4,AF-A6NE02-F1-model_v4,A,1,1,1,40-364_388-478:1_1
AF-A6NEE1-F1-model_v4,AF-A6NEE1-F1-model_v4,A,1,1,1,28-267_282-431_465-480:1_1
AF-A6NEL2-F1-model_v4,AF-A6NEL2-F1-model_v4,A,1,1,1,1-82_591-726:1_1
AF-A6NER0-F1-model_v4,AF-A6NER0-F1-model_v4,A,1,1,1,2-30_43-219_277-310_335-354:1_1
AF-A6NF34-F1-model_v4,AF-A6NF34-F1-model_v4,A,1,1,1,69-355:1_1
AF-A6NFA1-F1-model_v4,AF-A6NFA1-F1-model_v4,A,1,1,1,29-261_279-359:1_1
AF-A6NFD8-F1-model_v4,AF-A6NFD8-F1-model_v4,A,1,1,1,10-67_77-128:1_1
AF-A6NFI3-F1-model_v4,AF-A6NFI3-F1-model_v4,A,1,1,1,157-218_345-507_690-938:1_1
AF-A6NFK2-F1-model_v4,AF-A6NFK2-F1-model_v4,A,1,1,1,15-42_140-149_194-218_229-248:1_1
AF-A6NFN9-F1-model_v4,AF-A6NFN9-F1-model_v4,A,1,1,1,1-327_344-364:1_1
AF-A6NFQ2-F1-model_v4,AF-A6NFQ2-F1-model_v4,A,1,1,1,4-233_260-360_399-415_529-549_615-919:1_1
AF-A6NFX1-F1-model_v4,AF-A6NFX1-F1-model_v4,A,1,1,1,37-206_224-258_267-479:1_1
AF-A6NGD5-F1-model_v4,AF-A6NGD5-F1-model_v4,A,1,1,1,39-121_353-496:1_1
AF-A6NGN4-F1-model_v4,AF-A6NGN4-F1-model_v4,A,1,1,1,28-108_147-471:1_1
AF-A6NH21-F1-model_v4,AF-A6NH21-F1-model_v4,A,1,1,1,55-88_113-326_337-373_420-490:1_1
AF-A6NHC0-F1-model_v4,AF-A6NHC0-F1-model_v4,A,1,1,1,26-344_466-478_534-565_593-610:1_1
AF-A6NHJ4-F1-model_v4,AF-A6NHJ4-F1-model_v4,A,1,1,1,23-63_256-632:1_1
AF-A6NHR9-F1-model_v4,AF-A6NHR9-F1-model_v4,A,1,1,1,25-208_218-446_464-734_742-751_760-843_864-1434_1444-1959:1_1
AF-A6NHY2-F1-model_v4,AF-A6NHY2-F1-model_v4,A,1,1,1,64-400_410-515:1_1
AF-A6NI28-F1-model_v4,AF-A6NI28-F1-model_v4,A,1,1,1,2-303_318-372_389-583:1_1
AF-A6NI72-F1-model_v4,AF-A6NI72-F1-model_v4,A,1,1,1,2-127_159-340:1_1
AF-A6NIM6-F1-model_v4,AF-A6NIM6-F1-model_v4,A,1,1,1,34-131_143-173_188-246_288-530:1_1
AF-A6NIR3-F1-model_v4,AF-A6NIR3-F1-model_v4,A,1,1,1,280-343_408-448_460-686:1_1
AF-A6NIX2-F1-model_v4,AF-A6NIX2-F1-model_v4,A,1,1,1,194-416:1_1
AF-A6NJ64-F1-model_v4,AF-A6NJ64-F1-model_v4,A,1,1,1,51-71_119-142_160-235:1_1
AF-A6NJ78-F1-model_v4,AF-A6NJ78-F1-model_v4,A,1,1,1,72-340_372-407:1_1
AF-A6NJ88-F1-model_v4,AF-A6NJ88-F1-model_v4,A,1,1,1,524-600:1_1
AF-A6NJL1-F1-model_v4,AF-A6NJL1-F1-model_v4,A,1,1,1,39-121_351-495:1_1
AF-A6NJZ7-F1-model_v4,AF-A6NJZ7-F1-model_v4,A,1,1,1,23-146_155-206_460-500_523-545_562-696_834-899_994-1061_1072-1151_1159-1182_1453-1520_1570-1583_1593-1639:1_1
AF-A6NK02-F1-model_v4,AF-A6NK02-F1-model_v4,A,1,1,1,2-83_103-174_194-272_284-374_382-468:1_1
AF-A6NK53-F1-model_v4,AF-A6NK53-F1-model_v4,A,1,1,1,29-43_447-659:1_1
AF-A6NK59-F1-model_v4,AF-A6NK59-F1-model_v4,A,1,1,1,45-240_250-461_474-587:1_1
AF-A6NK75-F1-model_v4,AF-A6NK75-F1-model_v4,A,1,1,1,14-74_182-543:1_1
AF-A6NK89-F1-model_v4,AF-A6NK89-F1-model_v4,A,1,1,1,5-51_84-134_218-279_311-369_378-443:1_1
AF-A6NKB5-F1-model_v4,AF-A6NKB5-F1-model_v4,A,1,1,1,3-87_818-1067_1082-1374_1382-1469_1479-1800_1808-1872:1_1
AF-A6NKC9-F1-model_v4,AF-A6NKC9-F1-model_v4,A,1,1,1,19-159:1_1
AF-A6NKG5-F1-model_v4,AF-A6NKG5-F1-model_v4,A,1,1,1,180-369_407-535_552-567_650-669_710-984:1_1
AF-A6NKT7-F1-model_v4,AF-A6NKT7-F1-model_v4,A,1,1,1,22-331_342-757_1054-1172_1350-1476:1_1
AF-A6NKX4-F1-model_v4,AF-A6NKX4-F1-model_v4,A,1,1,1,2-45_120-526:1_1
AF-A6NLF2-F1-model_v4,AF-A6NLF2-F1-model_v4,A,1,1,1,3-78_331-446:1_1
AF-A6NM28-F1-model_v4,AF-A6NM28-F1-model_v4,A,1,1,1,13-73_150-371:1_1
AF-A6NM43-F1-model_v4,AF-A6NM43-F1-model_v4,A,1,1,1,32-525:1_1
AF-A6NMD2-F1-model_v4,AF-A6NMD2-F1-model_v4,A,1,1,1,77-194_202-291_304-368_380-419_460-491:1_1
AF-A6NN14-F1-model_v4,AF-A6NN14-F1-model_v4,A,1,1,1,12-72_220-286_305-1211:1_1
AF-A6NN73-F1-model_v4,AF-A6NN73-F1-model_v4,A,1,1,1,80-282_296-394:1_1
AF-A6NNA2-F1-model_v4,AF-A6NNA2-F1-model_v4,A,1,1,1,49-99:1_1
AF-A6NNF4-F1-model_v4,AF-A6NNF4-F1-model_v4,A,1,1,1,3-63_208-703:1_1
AF-A6NNL0-F1-model_v4,AF-A6NNL0-F1-model_v4,A,1,1,1,328-423_559-579_616-622:1_1
AF-A6NNM3-F1-model_v4,AF-A6NNM3-F1-model_v4,A,1,1,1,24-145_160-207_459-500_524-545_564-693_834-899_994-1061_1072-1182_1454-1518_1570-1583_1593-1639:1_1
AF-A6NNT2-F1-model_v4,AF-A6NNT2-F1-model_v4,A,1,1,1,3-46_79-106_116-225_561-608_664-889:1_1
AF-A6NNW6-F1-model_v4,AF-A6NNW6-F1-model_v4,A,1,1,1,12-183_221-330_353-583:1_1
AF-A6NP11-F1-model_v4,AF-A6NP11-F1-model_v4,A,1,1,1,16-73_192-264_282-495:1_1
AF-A6QL63-F1-model_v4,AF-A6QL63-F1-model_v4,A,1,1,1,89-112_123-255_345-390_405-440_459-475_501-550_558-680_688-717_732-754_788-1069_1078-1097:1_1
AF-A6QL64-F1-model_v4,AF-A6QL64-F1-model_v4,A,1,1,1,26-257_1547-1589_1738-1782:1_1
AF-A7E2F4-F1-model_v4,AF-A7E2F4-F1-model_v4,A,1,1,1,97-211_219-312_326-387_395-428_447-481:1_1
AF-A7E2V4-F1-model_v4,AF-A7E2V4-F1-model_v4,A,1,1,1,39-46_73-307_324-392_408-498_767-809_822-935_948-1014_1226-1256_1273-1428_1657-1837:1_1
AF-A7E2Y1-F1-model_v4,AF-A7E2Y1-F1-model_v4,A,1,1,1,45-241_260-670_694-983_1458-1546_1599-1700:1_1
AF-A7KAX9-F1-model_v4,AF-A7KAX9-F1-model_v4,A,1,1,1,116-139_153-249_260-320_341-571:1_1
AF-A7MBM2-F1-model_v4,AF-A7MBM2-F1-model_v4,A,1,1,1,155-234_277-650_664-760_768-827_835-1123:1_1
AF-A7XYQ1-F1-model_v4,AF-A7XYQ1-F1-model_v4,A,1,1,1,23-54_145-193_223-273_381-407:1_1
AF-A8K0R7-F1-model_v4,AF-A8K0R7-F1-model_v4,A,1,1,1,195-223_348-449:1_1
AF-A8K2U0-F1-model_v4,AF-A8K2U0-F1-model_v4,A,1,1,1,20-264_274-631_668-693_729-1081_1092-1176_1184-1454:1_1
AF-A8K7I4-F1-model_v4,AF-A8K7I4-F1-model_v4,A,1,1,1,22-714_724-869:1_1
AF-A8K855-F1-model_v4,AF-A8K855-F1-model_v4,A,1,1,1,29-184_243-629:1_1
AF-A8K8V0-F1-model_v4,AF-A8K8V0-F1-model_v4,A,1,1,1,30-66_169-367:1_1
AF-A8K979-F1-model_v4,AF-A8K979-F1-model_v4,A,1,1,1,30-134_142-244_684-691:1_1
AF-A8MPP1-F1-model_v4,AF-A8MPP1-F1-model_v4,A,1,1,1,10-79_115-158_196-203_226-292_315-518_562-760_769-907:1_1
AF-A8MPX8-F1-model_v4,AF-A8MPX8-F1-model_v4,A,1,1,1,61-147_155-267_277-323_353-482_510-517_586-630:1_1
AF-A8MPY1-F1-model_v4,AF-A8MPY1-F1-model_v4,A,1,1,1,60-367_441-467:1_1
AF-A8MQ14-F1-model_v4,AF-A8MQ14-F1-model_v4,A,1,1,1,6-66_206-245_265-728_738-1090:1_1
AF-A8MQ27-F1-model_v4,AF-A8MQ27-F1-model_v4,A,1,1,1,36-198_275-437_501-555:1_1
AF-A8MQT2-F1-model_v4,AF-A8MQT2-F1-model_v4,A,1,1,1,77-284_298-399_419-453:1_1
AF-A8MT19-F1-model_v4,AF-A8MT19-F1-model_v4,A,1,1,1,24-492:1_1
AF-A8MT65-F1-model_v4,AF-A8MT65-F1-model_v4,A,1,1,1,42-83_319-544:1_1
AF-A8MTL3-F1-model_v4,AF-A8MTL3-F1-model_v4,A,1,1,1,1-138:1_1
AF-A8MTY0-F1-model_v4,AF-A8MTY0-F1-model_v4,A,1,1,1,2-63_261-619:1_1
AF-A8MUH7-F1-model_v4,AF-A8MUH7-F1-model_v4,A,1,1,1,9-138_146-225_256-359:1_1
AF-A8MUV8-F1-model_v4,AF-A8MUV8-F1-model_v4,A,1,1,1,3-63_199-476:1_1
AF-A8MUZ8-F1-model_v4,AF-A8MUZ8-F1-model_v4,A,1,1,1,10-59_171-300:1_1
AF-A8MVS1-F1-model_v4,AF-A8MVS1-F1-model_v4,A,1,1,1,1-61_171-300:1_1
AF-A8MVU1-F1-model_v4,AF-A8MVU1-F1-model_v4,A,1,1,1,1-54_67-101_133-315:1_1
AF-A8MVW0-F1-model_v4,AF-A8MVW0-F1-model_v4,A,1,1,1,35-296_311-327:1_1
AF-A8MW92-F1-model_v4,AF-A8MW92-F1-model_v4,A,1,1,1,3-69_86-141_680-810_936-977_989-1017:1_1
AF-A8MW95-F1-model_v4,AF-A8MW95-F1-model_v4,A,1,1,1,119-431:1_1
AF-A8MWA4-F1-model_v4,AF-A8MWA4-F1-model_v4,A,1,1,1,28-63_198-300:1_1
AF-A8MWK0-F1-model_v4,AF-A8MWK0-F1-model_v4,A,1,1,1,55-482:1_1
AF-A8MWY0-F1-model_v4,AF-A8MWY0-F1-model_v4,A,1,1,1,57-152_166-733_751-930:1_1
AF-A8MXD5-F1-model_v4,AF-A8MXD5-F1-model_v4,A,1,1,1,134-290:1_1
AF-A8MXQ7-F1-model_v4,AF-A8MXQ7-F1-model_v4,A,1,1,1,72-560:1_1
AF-A8MXY4-F1-model_v4,AF-A8MXY4-F1-model_v4,A,1,1,1,3-63_238-840:1_1
AF-A8MY62-F1-model_v4,AF-A8MY62-F1-model_v4,A,1,1,1,21-266_317-329_338-356_491-500:1_1
AF-A8MYU2-F1-model_v4,AF-A8MYU2-F1-model_v4,A,1,1,1,19-55_83-622_682-829_857-877_888-941_957-1044:1_1
AF-A8MZ36-F1-model_v4,AF-A8MZ36-F1-model_v4,A,1,1,1,1-94_182-301:1_1
AF-A9YTQ3-F1-model_v4,AF-A9YTQ3-F1-model_v4,A,1,1,1,32-91_112-182_196-208_216-279:1_1
AF-A9Z1Z3-F1-model_v4,AF-A9Z1Z3-F1-model_v4,A,1,1,1,23-156_171-205_222-351_401-459_497-1036_1104-1121_1167-1197_1212-1402_1419-1669_1681-1734:1_1
AF-B0I1T2-F1-model_v4,AF-B0I1T2-F1-model_v4,A,1,1,1,5-237_247-291_299-651_682-702_762-774_786-1018:1_1
AF-B1AJZ9-F1-model_v4,AF-B1AJZ9-F1-model_v4,A,1,1,1,1-97_228-267_291-501_518-627_695-941_1030-1086_1232-1376:1_1
AF-B1AK53-F1-model_v4,AF-B1AK53-F1-model_v4,A,1,1,1,1-335:1_1
AF-B1AKI9-F1-model_v4,AF-B1AKI9-F1-model_v4,A,1,1,1,295-464:1_1
AF-B1ANS9-F1-model_v4,AF-B1ANS9-F1-model_v4,A,1,1,1,14-94_113-155_165-249_260-406_414-440_450-613_644-689_699-717_780-933:1_1
AF-B1APH4-F1-model_v4,AF-B1APH4-F1-model_v4,A,1,1,1,285-337_351-378:1_1
AF-B2RC85-F1-model_v4,AF-B2RC85-F1-model_v4,A,1,1,1,81-270_280-340_387-641_754-819:1_1
AF-B2RTY4-F1-model_v4,AF-B2RTY4-F1-model_v4,A,1,1,1,147-367_393-519_529-715_888-1052_2059-2270_2337-2354:1_1
AF-B2RXF0-F1-model_v4,AF-B2RXF0-F1-model_v4,A,1,1,1,49-145_153-191_236-380:1_1
AF-B2RXF5-F1-model_v4,AF-B2RXF5-F1-model_v4,A,1,1,1,301-316_330-414:1_1
AF-B2RXH4-F1-model_v4,AF-B2RXH4-F1-model_v4,A,1,1,1,3-139:1_1
AF-B2RXH8-F1-model_v4,AF-B2RXH8-F1-model_v4,A,1,1,1,1-90_174-211:1_1
AF-B4DU55-F1-model_v4,AF-B4DU55-F1-model_v4,A,1,1,1,15-48_59-73_220-563:1_1
AF-B4DX44-F1-model_v4,AF-B4DX44-F1-model_v4,A,1,1,1,3-63_200-427:1_1
AF-B4DXR9-F1-model_v4,AF-B4DXR9-F1-model_v4,A,1,1,1,5-64_292-585:1_1
AF-B5MCN3-F1-model_v4,AF-B5MCN3-F1-model_v4,A,1,1,1,1-101_118-153_174-192_212-267:1_1
AF-B5MCY1-F1-model_v4,AF-B5MCY1-F1-model_v4,A,1,1,1,12-198_233-281_293-404_473-665_746-939_949-1144_1280-1468_1517-1689_1729-1917:1_1
AF-B6SEH8-F1-model_v4,AF-B6SEH8-F1-model_v4,A,1,1,1,28-49_254-260_279-298_405-411:1_1
AF-B7U540-F1-model_v4,AF-B7U540-F1-model_v4,A,1,1,1,42-368:1_1
AF-B7Z6K7-F1-model_v4,AF-B7Z6K7-F1-model_v4,A,1,1,1,16-54_255-855:1_1
AF-B7ZC32-F1-model_v4,AF-B7ZC32-F1-model_v4,A,1,1,1,6-263_278-365_382-411_429-510_525-808_906-921:1_1
AF-B7ZLF3-F1-model_v4,AF-B7ZLF3-F1-model_v4,A,1,1,1,34-148_163-188:1_1
AF-B9A6J9-F1-model_v4,AF-B9A6J9-F1-model_v4,A,1,1,1,2-27_43-219_273-310_335-353:1_1
AF-C9J069-F1-model_v4,AF-C9J069-F1-model_v4,A,1,1,1,659-821_841-854_870-957:1_1
AF-C9J1S8-F1-model_v4,AF-C9J1S8-F1-model_v4,A,1,1,1,5-292_330-362_375-452:1_1
AF-C9J798-F1-model_v4,AF-C9J798-F1-model_v4,A,1,1,1,1-239_247-392_401-555_565-578_588-750_767-786:1_1
AF-C9JA33-F1-model_v4,AF-C9JA33-F1-model_v4,A,1,1,1,1-182_191-208_272-285:1_1
AF-C9JG80-F1-model_v4,AF-C9JG80-F1-model_v4,A,1,1,1,689-695_707-714_730-737_749-756_771-779_791-798_815-822_834-840:1_1
AF-C9JLR9-F1-model_v4,AF-C9JLR9-F1-model_v4,A,1,1,1,103-172_252-327_419-490_579-649:1_1
AF-C9JN71-F1-model_v4,AF-C9JN71-F1-model_v4,A,1,1,1,150-531:1_1
AF-C9JSJ3-F1-model_v4,AF-C9JSJ3-F1-model_v4,A,1,1,1,76-132_539-607_617-629:1_1
